ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Comments,Parameter Snapshot
1254242,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,107,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=107 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1254282,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,108,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=108 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1254326,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,109,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=109 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1254378,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,110,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=110 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1254406,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,111,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=111 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1254432,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,112,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=112 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1254462,Doors,Door-Passage-Single-Flush,"36"" x 84""",L 1,113,C1020,Interior Doors,,"3' - 0""","0' - 1 3/4""","7' - 0""",54 SF,4.85 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=54 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=113 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHD | Type Mark=11 | Type Name=36"" x 84"" | Volume=4.85 CF | Width=3' - 0"""
1286577,Walls,,Storefront - EXTERIOR ISLAND,L 1,,B2010,Exterior Walls,"40' - 0""",,,,472 SF,,,,,,,,"0' - 0""","0' - 0""",,"Adjust for Mullion Size=False | Area=472 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=40' - 0"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=12' - 0"""
1286603,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"18' - 3 9/32""","0' - 8""",,,223 SF,148.85 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=223 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=18' - 3 9/32"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=148.85 CF | Width=0' - 8"""
1286681,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"24' - 6""","0' - 8""",,,273 SF,182.11 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=273 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=24' - 6"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=182.11 CF | Width=0' - 8"""
1324711,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"14' - 1 1/32""","0' - 8""",,,120 SF,80.26 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=120 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=14' - 1 1/32"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=80.26 CF | Width=0' - 8"""
1334299,Walls,,Storefront - EXTERIOR ISLAND,L 0,,B2010,Exterior Walls,"72' - 6""",,,,1046 SF,,,,,,,,"0' - 0""","0' - 0""",,"Adjust for Mullion Size=False | Area=1046 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=72' - 6"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=15' - 0"""
1334339,Walls,,Storefront - EXTERIOR ISLAND,L 0,,B2010,Exterior Walls,"14' - 6""",,,,210 SF,,,,,,,,"0' - 0""","0' - 0""",,"Adjust for Mullion Size=False | Area=210 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=14' - 6"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=15' - 0"""
1334393,Walls,,Storefront - INTERIOR ISLAND,L 0,,C1010,Partitions,"29' - 0""",,,,411 SF,,,,,,,,"0' - 0""","0' - 0""",,"Adjust for Mullion Size=False | Area=411 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - INTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=29' - 0"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - INTERIOR ISLAND | Type Id=Storefront - INTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNkX | Type Mark=CW03 | Type Name=Storefront - INTERIOR ISLAND | Unconnected Height=15' - 0"""
1339150,Walls,,Storefront - EXTERIOR ISLAND,L -1,,B2010,Exterior Walls,"72' - 6""",,,,1078 SF,,,,,,,,"0' - 0""","0' - 0""",,"Adjust for Mullion Size=False | Area=1078 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=72' - 6"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=15' - 0"""
1339164,Walls,,"Generic - 8"" - EXTERIOR",L -1,,B2010,Exterior Walls,"29' - 0""","0' - 8""",,,440 SF,293.33 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=440 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - EXTERIOR | Length=29' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - EXTERIOR | Type Id=Generic - 8"" - EXTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijB | Type Mark=G06 | Type Name=Generic - 8"" - EXTERIOR | Unconnected Height=15' - 0"" | Volume=293.33 CF | Width=0' - 8"""
1351458,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF"
1351523,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF"
1351590,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF"
1351641,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF"
1352336,Walls,,"Generic - 8"" - INTERIOR",L 0,,C1010,Partitions,"14' - 6""","0' - 8""",,,215 SF,143.39 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=215 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=14' - 6"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=143.39 CF | Width=0' - 8"""
1354108,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"20' - 4""","0' - 8""",,,806 SF,537.56 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=806 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=20' - 4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=45' - 0"" | Volume=537.56 CF | Width=0' - 8"""
1355085,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"10' - 4""","0' - 8""",,,92 SF,61.56 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=92 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=10' - 4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=61.56 CF | Width=0' - 8"""
1355120,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"12' - 8""","0' - 8""",,,132 SF,88.00 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=132 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=12' - 8"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=88.00 CF | Width=0' - 8"""
1355185,Doors,Door-Passage-Single-Flush,"36"" x 86""",L 1,178,,,,"3' - 0""","0' - 1 3/4""","7' - 2""",55 SF,4.95 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=55 SF | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 86"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 2"" | Height=7' - 2"" | Level=L 1 | Mark=178 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 6"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 86"" | Type Id=36"" x 86"" | Type IfcGUID=3txS939Df6TQnAmwoSbdHF | Type Mark=12 | Type Name=36"" x 86"" | Volume=4.95 CF | Width=3' - 0"""
1368267,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"5' - 10""","0' - 8""",,,33 SF,22.19 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=33 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=5' - 10"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=22.19 CF | Width=0' - 8"""
1368603,Doors,Door-Exterior-Single-Two_Lite,"36"" x 94""",L 1,181,,,,"3' - 0""","0' - 1 3/4""","7' - 10""",62 SF,4.40 CF,,,Glass; Metal - Paint Finish - Grey; Metal - Stainless Steel,,,,,,,"Area=62 SF | Export Type to IFC=0 | Exterior Pull Material=Metal - Stainless Steel | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Glass Thickness=0' - 0 3/4"" | Head Height=7' - 10"" | Height=7' - 10"" | Level=L 1 | Mark=181 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Metal - Paint Finish - Grey | Panic Bar Material=Metal - Stainless Steel | Rough Height=8' - 2"" | Rough Width=3' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Threshold Length=3' - 4"" | Threshold Offset=0' - 0 1/2"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=25VjgOKgz12enyjs5jfELm | Type Mark=25 | Type Name=36"" x 94"" | Volume=4.40 CF | Width=3' - 0"""
